,tag
2247,children_playing
7258,siren
4495,engine_idling
2392,children_playing
8162,street_music
1063,car_horn
3702,drilling
317,air_conditioner
6111,jackhammer
6723,jackhammer
7025,siren
564,air_conditioner
5723,gun_shot
4388,drilling
2152,children_playing
456,air_conditioner
5544,gun_shot
8443,street_music
1174,car_horn
7537,siren
493,air_conditioner
376,air_conditioner
2514,dog_bark
5560,gun_shot
1794,children_playing
711,air_conditioner
3506,drilling
366,air_conditioner
7483,siren
6101,jackhammer
3562,drilling
6885,siren
7079,siren
6855,siren
7065,siren
408,air_conditioner
4203,drilling
996,air_conditioner
6482,jackhammer
2920,dog_bark
5241,engine_idling
5383,engine_idling
6182,jackhammer
5787,gun_shot
8327,street_music
8378,street_music
5250,engine_idling
2372,children_playing
5456,gun_shot
6045,jackhammer
3635,drilling
2138,children_playing
1749,children_playing
4600,engine_idling
1573,children_playing
7307,siren
4383,drilling
2912,dog_bark
6383,jackhammer
4973,engine_idling
4480,engine_idling
3176,dog_bark
353,air_conditioner
2499,dog_bark
2807,dog_bark
5582,gun_shot
8224,street_music
656,air_conditioner
2115,children_playing
7711,siren
4042,drilling
1717,children_playing
2500,dog_bark
481,air_conditioner
2001,children_playing
1405,car_horn
8337,street_music
4691,engine_idling
4740,engine_idling
6747,jackhammer
3245,dog_bark
1825,children_playing
6859,siren
7571,siren
2299,children_playing
6069,jackhammer
3114,dog_bark
905,air_conditioner
5240,engine_idling
3944,drilling
113,air_conditioner
7704,siren
6897,siren
4654,engine_idling
1860,children_playing
7777,street_music
7921,street_music
1541,children_playing
4513,engine_idling
3946,drilling
2034,children_playing
2358,children_playing
7854,street_music
7740,street_music
3428,dog_bark
4191,drilling
4642,engine_idling
3800,drilling
1675,children_playing
8619,street_music
3961,drilling
6744,jackhammer
6013,jackhammer
5119,engine_idling
8729,street_music
3449,drilling
3956,drilling
2367,children_playing
6668,jackhammer
913,air_conditioner
6402,jackhammer
5414,engine_idling
8561,street_music
496,air_conditioner
3958,drilling
1386,car_horn
5646,gun_shot
960,air_conditioner
8630,street_music
2679,dog_bark
4067,drilling
7900,street_music
426,air_conditioner
1891,children_playing
2740,dog_bark
8252,street_music
2127,children_playing
1210,car_horn
8421,street_music
465,air_conditioner
5545,gun_shot
2319,children_playing
5293,engine_idling
679,air_conditioner
3217,dog_bark
5428,engine_idling
1513,children_playing
8163,street_music
8091,street_music
4038,drilling
6145,jackhammer
2316,children_playing
3885,drilling
1979,children_playing
666,air_conditioner
8484,street_music
2704,dog_bark
5845,jackhammer
5261,engine_idling
3518,drilling
4276,drilling
2167,children_playing
4991,engine_idling
6019,jackhammer
8510,street_music
5666,gun_shot
744,air_conditioner
6664,jackhammer
4493,engine_idling
7939,street_music
1583,children_playing
4259,drilling
7324,siren
5128,engine_idling
4613,engine_idling
6681,jackhammer
5002,engine_idling
7738,street_music
2588,dog_bark
2452,dog_bark
7281,siren
4186,drilling
7473,siren
8137,street_music
5083,engine_idling
2398,children_playing
8350,street_music
3965,drilling
4131,drilling
326,air_conditioner
3838,drilling
2204,children_playing
6809,siren
3620,drilling
2408,children_playing
6722,jackhammer
446,air_conditioner
2650,dog_bark
2505,dog_bark
7955,street_music
3345,dog_bark
5388,engine_idling
7109,siren
6311,jackhammer
4954,engine_idling
15,air_conditioner
2858,dog_bark
4295,drilling
8546,street_music
3606,drilling
3422,dog_bark
199,air_conditioner
3237,dog_bark
3268,dog_bark
2478,dog_bark
1215,car_horn
583,air_conditioner
951,air_conditioner
4064,drilling
4337,drilling
7636,siren
5393,engine_idling
977,air_conditioner
2706,dog_bark
1987,children_playing
5135,engine_idling
2032,children_playing
1181,car_horn
6941,siren
2477,dog_bark
1658,children_playing
7217,siren
267,air_conditioner
3621,drilling
5314,engine_idling
1415,car_horn
3994,drilling
4780,engine_idling
4260,drilling
7864,street_music
5423,engine_idling
8730,street_music
1432,children_playing
4128,drilling
5583,gun_shot
423,air_conditioner
7744,street_music
738,air_conditioner
1819,children_playing
7359,siren
4984,engine_idling
6707,jackhammer
8437,street_music
2282,children_playing
7787,street_music
3880,drilling
2399,children_playing
6604,jackhammer
1666,children_playing
8265,street_music
3083,dog_bark
3553,drilling
4667,engine_idling
1771,children_playing
2754,dog_bark
6854,siren
6023,jackhammer
8275,street_music
7949,street_music
7737,street_music
4216,drilling
882,air_conditioner
520,air_conditioner
2709,dog_bark
3218,dog_bark
385,air_conditioner
6026,jackhammer
3764,drilling
4377,drilling
2210,children_playing
192,air_conditioner
4816,engine_idling
2602,dog_bark
7784,street_music
4833,engine_idling
6785,jackhammer
2979,dog_bark
8715,street_music
144,air_conditioner
448,air_conditioner
839,air_conditioner
7332,siren
7517,siren
5452,gun_shot
8460,street_music
5317,engine_idling
2462,dog_bark
4860,engine_idling
7564,siren
5518,gun_shot
8379,street_music
1921,children_playing
3312,dog_bark
6794,jackhammer
8540,street_music
4358,drilling
5673,gun_shot
4612,engine_idling
485,air_conditioner
5233,engine_idling
8312,street_music
7275,siren
6261,jackhammer
7143,siren
7829,street_music
3543,drilling
814,air_conditioner
1421,car_horn
2379,children_playing
8227,street_music
6518,jackhammer
2487,dog_bark
2463,dog_bark
339,air_conditioner
4141,drilling
7125,siren
324,air_conditioner
580,air_conditioner
8180,street_music
8512,street_music
7418,siren
5779,gun_shot
3477,drilling
4895,engine_idling
6071,jackhammer
7936,street_music
3886,drilling
7383,siren
5270,engine_idling
8288,street_music
2977,dog_bark
7469,siren
4387,drilling
7041,siren
6296,jackhammer
5842,jackhammer
6537,jackhammer
5517,gun_shot
6378,jackhammer
5863,jackhammer
3172,dog_bark
715,air_conditioner
4334,drilling
2952,dog_bark
2866,dog_bark
6329,jackhammer
5847,jackhammer
7555,siren
7153,siren
2377,children_playing
8171,street_music
3739,drilling
3943,drilling
7835,street_music
5791,gun_shot
6494,jackhammer
1357,car_horn
1164,car_horn
3966,drilling
3058,dog_bark
5782,gun_shot
5331,engine_idling
1723,children_playing
2395,children_playing
2078,children_playing
7310,siren
7165,siren
8676,street_music
3555,drilling
111,air_conditioner
3797,drilling
931,air_conditioner
1310,car_horn
2050,children_playing
7181,siren
173,air_conditioner
7709,siren
6790,jackhammer
2101,children_playing
5292,engine_idling
3640,drilling
5288,engine_idling
8021,street_music
4907,engine_idling
4008,drilling
3573,drilling
5335,engine_idling
6502,jackhammer
3788,drilling
798,air_conditioner
6781,jackhammer
4637,engine_idling
2194,children_playing
1343,car_horn
4655,engine_idling
3138,dog_bark
5685,gun_shot
1256,car_horn
6410,jackhammer
6446,jackhammer
288,air_conditioner
8596,street_music
6347,jackhammer
4951,engine_idling
2062,children_playing
83,air_conditioner
6622,jackhammer
1216,car_horn
6857,siren
6040,jackhammer
5549,gun_shot
8112,street_music
529,air_conditioner
3626,drilling
5245,engine_idling
3451,drilling
649,air_conditioner
2171,children_playing
7342,siren
6728,jackhammer
3602,drilling
4746,engine_idling
3589,drilling
4563,engine_idling
4173,drilling
3458,drilling
8347,street_music
6703,jackhammer
2674,dog_bark
5444,gun_shot
1026,car_horn
5346,engine_idling
7291,siren
1897,children_playing
7084,siren
3454,drilling
6236,jackhammer
5505,gun_shot
6594,jackhammer
244,air_conditioner
7528,siren
625,air_conditioner
3417,dog_bark
6592,jackhammer
5130,engine_idling
6467,jackhammer
6999,siren
5097,engine_idling
7613,siren
7302,siren
1209,car_horn
6124,jackhammer
3612,drilling
6815,siren
4095,drilling
2958,dog_bark
5679,gun_shot
5503,gun_shot
2908,dog_bark
7185,siren
7151,siren
5704,gun_shot
6343,jackhammer
8052,street_music
8260,street_music
3103,dog_bark
5459,gun_shot
5619,gun_shot
5059,engine_idling
422,air_conditioner
8281,street_music
4705,engine_idling
3482,drilling
126,air_conditioner
145,air_conditioner
4066,drilling
5127,engine_idling
1967,children_playing
4135,drilling
52,air_conditioner
5182,engine_idling
210,air_conditioner
8299,street_music
557,air_conditioner
8493,street_music
1892,children_playing
4685,engine_idling
1762,children_playing
2747,dog_bark
5238,engine_idling
1800,children_playing
4092,drilling
5592,gun_shot
3302,dog_bark
6547,jackhammer
7347,siren
3351,dog_bark
5528,gun_shot
1682,children_playing
5557,gun_shot
5091,engine_idling
8203,street_music
5808,jackhammer
2333,children_playing
4257,drilling
8197,street_music
6975,siren
6798,jackhammer
2098,children_playing
8030,street_music
3579,drilling
2249,children_playing
2825,dog_bark
5107,engine_idling
3938,drilling
3850,drilling
3288,dog_bark
1899,children_playing
3406,dog_bark
6359,jackhammer
2681,dog_bark
3809,drilling
6638,jackhammer
2517,dog_bark
5535,gun_shot
8427,street_music
2906,dog_bark
2413,children_playing
7676,siren
1448,children_playing
1676,children_playing
791,air_conditioner
6137,jackhammer
5669,gun_shot
2991,dog_bark
8144,street_music
7624,siren
961,air_conditioner
1715,children_playing
1615,children_playing
3335,dog_bark
6014,jackhammer
7087,siren
8029,street_music
5801,gun_shot
1807,children_playing
8582,street_music
1482,children_playing
2129,children_playing
3648,drilling
3480,drilling
5978,jackhammer
5,air_conditioner
5546,gun_shot
2469,dog_bark
6759,jackhammer
5979,jackhammer
204,air_conditioner
1115,car_horn
8190,street_music
5103,engine_idling
5032,engine_idling
1426,car_horn
7048,siren
6554,jackhammer
7127,siren
2998,dog_bark
3033,dog_bark
76,air_conditioner
5385,engine_idling
3514,drilling
2087,children_playing
7389,siren
7923,street_music
806,air_conditioner
4872,engine_idling
8131,street_music
6030,jackhammer
6237,jackhammer
5783,gun_shot
8412,street_music
6084,jackhammer
2483,dog_bark
19,air_conditioner
8572,street_music
1162,car_horn
7036,siren
2332,children_playing
5508,gun_shot
4960,engine_idling
1344,car_horn
7648,siren
2281,children_playing
6348,jackhammer
4180,drilling
3273,dog_bark
4244,drilling
5465,gun_shot
6435,jackhammer
181,air_conditioner
1535,children_playing
899,air_conditioner
4946,engine_idling
1006,car_horn
8363,street_music
410,air_conditioner
7405,siren
7380,siren
964,air_conditioner
8593,street_music
3270,dog_bark
8283,street_music
7059,siren
8278,street_music
8707,street_music
2300,children_playing
4756,engine_idling
1913,children_playing
1323,car_horn
1349,car_horn
5267,engine_idling
3115,dog_bark
5022,engine_idling
2509,dog_bark
3249,dog_bark
1955,children_playing
4968,engine_idling
3437,drilling
4327,drilling
8160,street_music
7769,street_music
6713,jackhammer
5451,gun_shot
5906,jackhammer
7868,street_music
8620,street_music
8085,street_music
506,air_conditioner
5337,engine_idling
4731,engine_idling
7806,street_music
7885,street_music
3647,drilling
1226,car_horn
4562,engine_idling
1280,car_horn
6220,jackhammer
7329,siren
8364,street_music
7191,siren
3007,dog_bark
2405,children_playing
1602,children_playing
218,air_conditioner
2824,dog_bark
1894,children_playing
7507,siren
4440,engine_idling
7638,siren
4566,engine_idling
6481,jackhammer
4279,drilling
4103,drilling
5989,jackhammer
6981,siren
6788,jackhammer
1764,children_playing
5306,engine_idling
8152,street_music
6429,jackhammer
7973,street_music
5384,engine_idling
6024,jackhammer
7551,siren
713,air_conditioner
8170,street_music
5878,jackhammer
4864,engine_idling
4674,engine_idling
3790,drilling
1132,car_horn
7126,siren
311,air_conditioner
8010,street_music
2067,children_playing
8025,street_music
1916,children_playing
5961,jackhammer
6133,jackhammer
8270,street_music
4914,engine_idling
5700,gun_shot
6202,jackhammer
6287,jackhammer
3457,drilling
1235,car_horn
7623,siren
1814,children_playing
3401,dog_bark
5401,engine_idling
6504,jackhammer
8497,street_music
3959,drilling
1664,children_playing
1537,children_playing
2305,children_playing
2324,children_playing
943,air_conditioner
1820,children_playing
8215,street_music
7720,siren
2749,dog_bark
8143,street_music
5799,gun_shot
470,air_conditioner
2263,children_playing
2049,children_playing
3693,drilling
5298,engine_idling
4738,engine_idling
1670,children_playing
5277,engine_idling
8535,street_music
1604,children_playing
6614,jackhammer
8459,street_music
3616,drilling
5344,engine_idling
3370,dog_bark
5491,gun_shot
4071,drilling
404,air_conditioner
176,air_conditioner
1739,children_playing
2624,dog_bark
1362,car_horn
4105,drilling
5983,jackhammer
4683,engine_idling
7350,siren
691,air_conditioner
757,air_conditioner
5907,jackhammer
1075,car_horn
1870,children_playing
8344,street_music
3670,drilling
8445,street_music
6205,jackhammer
915,air_conditioner
7653,siren
8627,street_music
6676,jackhammer
5688,gun_shot
2306,children_playing
1971,children_playing
5462,gun_shot
7696,siren
4006,drilling
2457,dog_bark
4302,drilling
8473,street_music
5296,engine_idling
1768,children_playing
1773,children_playing
5378,engine_idling
4133,drilling
6689,jackhammer
5811,jackhammer
7309,siren
5504,gun_shot
1050,car_horn
1400,car_horn
1281,car_horn
4652,engine_idling
8233,street_music
5019,engine_idling
5350,engine_idling
5104,engine_idling
921,air_conditioner
3981,drilling
5297,engine_idling
7171,siren
6567,jackhammer
359,air_conditioner
7878,street_music
3001,dog_bark
1839,children_playing
1163,car_horn
1206,car_horn
8531,street_music
3759,drilling
1434,children_playing
8323,street_music
381,air_conditioner
617,air_conditioner
5114,engine_idling
5682,gun_shot
3624,drilling
1904,children_playing
1125,car_horn
6903,siren
3329,dog_bark
8254,street_music
7091,siren
3932,drilling
2265,children_playing
7240,siren
4207,drilling
1293,car_horn
1017,car_horn
1506,children_playing
7940,street_music
584,air_conditioner
6417,jackhammer
532,air_conditioner
3632,drilling
3948,drilling
6602,jackhammer
6006,jackhammer
7176,siren
5026,engine_idling
1203,car_horn
1175,car_horn
840,air_conditioner
7428,siren
1069,car_horn
3532,drilling
2736,dog_bark
1727,children_playing
2630,dog_bark
7161,siren
1431,children_playing
4544,engine_idling
820,air_conditioner
5403,engine_idling
6718,jackhammer
6204,jackhammer
762,air_conditioner
3568,drilling
2208,children_playing
2028,children_playing
4225,drilling
6065,jackhammer
3686,drilling
3547,drilling
6072,jackhammer
7186,siren
2205,children_playing
6356,jackhammer
5996,jackhammer
2836,dog_bark
1366,car_horn
2804,dog_bark
603,air_conditioner
7897,street_music
1464,children_playing
8466,street_music
2481,dog_bark
5096,engine_idling
4287,drilling
7791,street_music
6516,jackhammer
6914,siren
4399,drilling
5540,gun_shot
2220,children_playing
2397,children_playing
2423,children_playing
999,air_conditioner
8391,street_music
6899,siren
6094,jackhammer
7375,siren
7409,siren
3816,drilling
8342,street_music
5849,jackhammer
2782,dog_bark
4352,drilling
1585,children_playing
1208,car_horn
8511,street_music
3987,drilling
8225,street_music
1507,children_playing
8411,street_music
2434,dog_bark
4336,drilling
5021,engine_idling
3718,drilling
8566,street_music
6574,jackhammer
7489,siren
4666,engine_idling
1245,car_horn
7710,siren
3325,dog_bark
8356,street_music
3410,dog_bark
5318,engine_idling
7326,siren
2948,dog_bark
2609,dog_bark
4362,drilling
6965,siren
2496,dog_bark
4536,engine_idling
2780,dog_bark
995,air_conditioner
5610,gun_shot
5686,gun_shot
1977,children_playing
5227,engine_idling
4529,engine_idling
5321,engine_idling
17,air_conditioner
6279,jackhammer
6038,jackhammer
8333,street_music
7189,siren
2200,children_playing
3710,drilling
2614,dog_bark
4671,engine_idling
7223,siren
7175,siren
1994,children_playing
7578,siren
3905,drilling
1833,children_playing
4161,drilling
8195,street_music
4997,engine_idling
8346,street_music
2867,dog_bark
6327,jackhammer
6918,siren
5973,jackhammer
7034,siren
521,air_conditioner
5191,engine_idling
4747,engine_idling
7316,siren
4277,drilling
6936,siren
5618,gun_shot
1377,car_horn
4086,drilling
5023,engine_idling
2175,children_playing
3925,drilling
2599,dog_bark
4853,engine_idling
1996,children_playing
5214,engine_idling
5693,gun_shot
4378,drilling
7812,street_music
447,air_conditioner
1656,children_playing
2634,dog_bark
7178,siren
699,air_conditioner
2864,dog_bark
1772,children_playing
748,air_conditioner
265,air_conditioner
368,air_conditioner
357,air_conditioner
7180,siren
2803,dog_bark
2554,dog_bark
7984,street_music
5569,gun_shot
5457,gun_shot
989,air_conditioner
7255,siren
4072,drilling
1324,car_horn
4408,drilling
2851,dog_bark
8475,street_music
4031,drilling
1817,children_playing
967,air_conditioner
1147,car_horn
472,air_conditioner
7826,street_music
1832,children_playing
5895,jackhammer
1345,car_horn
4012,drilling
3650,drilling
7625,siren
3545,drilling
681,air_conditioner
3515,drilling
2126,children_playing
598,air_conditioner
4099,drilling
6196,jackhammer
1566,children_playing
6575,jackhammer
1811,children_playing
1965,children_playing
7094,siren
117,air_conditioner
6752,jackhammer
7513,siren
4893,engine_idling
5636,gun_shot
1857,children_playing
4386,drilling
2983,dog_bark
1775,children_playing
3603,drilling
2048,children_playing
5030,engine_idling
7691,siren
8468,street_music
350,air_conditioner
6933,siren
4024,drilling
2762,dog_bark
8685,street_music
7049,siren
685,air_conditioner
3777,drilling
8401,street_music
2339,children_playing
2475,dog_bark
1219,car_horn
2343,children_playing
7523,siren
1834,children_playing
5254,engine_idling
7395,siren
4478,engine_idling
1632,children_playing
7960,street_music
4729,engine_idling
5065,engine_idling
1809,children_playing
7963,street_music
1269,car_horn
932,air_conditioner
3848,drilling
8608,street_music
1580,children_playing
4479,engine_idling
484,air_conditioner
8660,street_music
1898,children_playing
296,air_conditioner
7002,siren
8366,street_music
1022,car_horn
8601,street_music
2258,children_playing
8175,street_music
8494,street_music
5792,gun_shot
3262,dog_bark
5340,engine_idling
5348,engine_idling
6942,siren
1951,children_playing
7297,siren
7953,street_music
4555,engine_idling
371,air_conditioner
2186,children_playing
8213,street_music
6388,jackhammer
7304,siren
5196,engine_idling
760,air_conditioner
4870,engine_idling
2445,dog_bark
2003,children_playing
5941,jackhammer
4558,engine_idling
1384,car_horn
6727,jackhammer
2246,children_playing
6139,jackhammer
6924,siren
5905,jackhammer
6563,jackhammer
438,air_conditioner
7639,siren
2757,dog_bark
3531,drilling
7238,siren
4126,drilling
1138,car_horn
4119,drilling
1338,car_horn
8453,street_music
3735,drilling
6066,jackhammer
3509,drilling
7891,street_music
7664,siren
4449,engine_idling
6159,jackhammer
3724,drilling
4342,drilling
2839,dog_bark
4280,drilling
7811,street_music
8305,street_music
7004,siren
3463,drilling
8074,street_music
7133,siren
2255,children_playing
6977,siren
8261,street_music
6724,jackhammer
4248,drilling
5273,engine_idling
3522,drilling
2984,dog_bark
4089,drilling
7485,siren
947,air_conditioner
7651,siren
3827,drilling
8432,street_music
3331,dog_bark
2543,dog_bark
797,air_conditioner
2183,children_playing
3384,dog_bark
6960,siren
7843,street_music
8336,street_music
1053,car_horn
403,air_conditioner
8186,street_music
3379,dog_bark
6443,jackhammer
775,air_conditioner
1903,children_playing
571,air_conditioner
6461,jackhammer
2840,dog_bark
2954,dog_bark
6984,siren
3490,drilling
7743,street_music
6745,jackhammer
3826,drilling
6882,siren
7637,siren
3538,drilling
8044,street_music
1637,children_playing
3368,dog_bark
4403,drilling
7845,street_music
4787,engine_idling
6130,jackhammer
7713,siren
2000,children_playing
5281,engine_idling
3016,dog_bark
8009,street_music
7346,siren
133,air_conditioner
7308,siren
7400,siren
4492,engine_idling
2027,children_playing
6015,jackhammer
3037,dog_bark
2125,children_playing
3525,drilling
6281,jackhammer
2985,dog_bark
3828,drilling
6682,jackhammer
3148,dog_bark
8524,street_music
3187,dog_bark
6589,jackhammer
1247,car_horn
7166,siren
6910,siren
7317,siren
7652,siren
7596,siren
3481,drilling
655,air_conditioner
3990,drilling
3432,drilling
7586,siren
1496,children_playing
5976,jackhammer
1940,children_playing
3087,dog_bark
5067,engine_idling
4706,engine_idling
6295,jackhammer
3301,dog_bark
545,air_conditioner
1755,children_playing
7030,siren
1465,children_playing
8716,street_music
3786,drilling
2105,children_playing
5738,gun_shot
2030,children_playing
714,air_conditioner
4035,drilling
688,air_conditioner
1973,children_playing
7839,street_music
8452,street_music
3806,drilling
6476,jackhammer
4198,drilling
3376,dog_bark
2547,dog_bark
8058,street_music
785,air_conditioner
597,air_conditioner
788,air_conditioner
1988,children_playing
6411,jackhammer
522,air_conditioner
1126,car_horn
4933,engine_idling
6739,jackhammer
4583,engine_idling
5109,engine_idling
3305,dog_bark
1129,car_horn
1398,car_horn
3918,drilling
2069,children_playing
5532,gun_shot
1654,children_playing
7303,siren
6028,jackhammer
4210,drilling
6686,jackhammer
5228,engine_idling
2968,dog_bark
4619,engine_idling
1313,car_horn
198,air_conditioner
2482,dog_bark
6939,siren
516,air_conditioner
455,air_conditioner
984,air_conditioner
4620,engine_idling
3719,drilling
4382,drilling
7233,siren
2847,dog_bark
3179,dog_bark
8130,street_music
8639,street_music
1114,car_horn
8059,street_music
8343,street_music
2774,dog_bark
6980,siren
5300,engine_idling
1424,car_horn
2827,dog_bark
103,air_conditioner
7518,siren
7046,siren
2242,children_playing
107,air_conditioner
1653,children_playing
7780,street_music
6098,jackhammer
3313,dog_bark
3446,drilling
4516,engine_idling
1861,children_playing
2384,children_playing
6947,siren
235,air_conditioner
7132,siren
4189,drilling
2295,children_playing
1197,car_horn
97,air_conditioner
1552,children_playing
1440,children_playing
2783,dog_bark
2553,dog_bark
7230,siren
4196,drilling
2285,children_playing
8113,street_music
2488,dog_bark
3510,drilling
2290,children_playing
3853,drilling
8712,street_music
3566,drilling
1199,car_horn
3611,drilling
1936,children_playing
458,air_conditioner
2035,children_playing
5888,jackhammer
6948,siren
4911,engine_idling
321,air_conditioner
6328,jackhammer
3199,dog_bark
717,air_conditioner
3590,drilling
3188,dog_bark
6349,jackhammer
6653,jackhammer
4658,engine_idling
4660,engine_idling
341,air_conditioner
1248,car_horn
201,air_conditioner
759,air_conditioner
3025,dog_bark
6041,jackhammer
8362,street_music
6549,jackhammer
815,air_conditioner
8053,street_music
8016,street_music
8153,street_music
3298,dog_bark
7096,siren
5984,jackhammer
647,air_conditioner
3903,drilling
3690,drilling
2721,dog_bark
908,air_conditioner
1970,children_playing
4096,drilling
7352,siren
6829,siren
433,air_conditioner
4966,engine_idling
2492,dog_bark
6800,jackhammer
6076,jackhammer
6761,jackhammer
7465,siren
8355,street_music
6396,jackhammer
7100,siren
3409,dog_bark
8279,street_music
5816,jackhammer
4122,drilling
5090,engine_idling
7054,siren
4792,engine_idling
7779,street_music
8306,street_music
5194,engine_idling
976,air_conditioner
2826,dog_bark
6337,jackhammer
1505,children_playing
2871,dog_bark
8081,street_music
7060,siren
1445,children_playing
1683,children_playing
87,air_conditioner
4732,engine_idling
851,air_conditioner
432,air_conditioner
138,air_conditioner
909,air_conditioner
747,air_conditioner
2108,children_playing
7032,siren
1264,car_horn
4783,engine_idling
5151,engine_idling
3244,dog_bark
2566,dog_bark
782,air_conditioner
6642,jackhammer
5471,gun_shot
1242,car_horn
4605,engine_idling
6250,jackhammer
7871,street_music
6085,jackhammer
2224,children_playing
7800,street_music
4694,engine_idling
2123,children_playing
6755,jackhammer
6853,siren
1318,car_horn
482,air_conditioner
3569,drilling
5944,jackhammer
1874,children_playing
7356,siren
7754,street_music
7786,street_music
411,air_conditioner
5372,engine_idling
1703,children_playing
8308,street_music
2474,dog_bark
3978,drilling
543,air_conditioner
5942,jackhammer
1500,children_playing
131,air_conditioner
7319,siren
5394,engine_idling
4622,engine_idling
5763,gun_shot
6935,siren
4589,engine_idling
4885,engine_idling
5850,jackhammer
7945,street_music
8429,street_music
314,air_conditioner
7535,siren
8409,street_music
4823,engine_idling
5668,gun_shot
8060,street_music
7852,street_music
6134,jackhammer
2271,children_playing
8636,street_music
4251,drilling
5790,gun_shot
5762,gun_shot
5439,gun_shot
3117,dog_bark
2886,dog_bark
2103,children_playing
7698,siren
889,air_conditioner
2116,children_playing
8644,street_music
6070,jackhammer
6712,jackhammer
3296,dog_bark
2245,children_playing
3819,drilling
8490,street_music
1663,children_playing
6769,jackhammer
3691,drilling
1085,car_horn
6230,jackhammer
8642,street_music
668,air_conditioner
209,air_conditioner
7794,street_music
8544,street_music
1447,children_playing
3928,drilling
7604,siren
4700,engine_idling
1711,children_playing
1305,car_horn
2327,children_playing
5915,jackhammer
3845,drilling
4197,drilling
4905,engine_idling
7108,siren
3388,dog_bark
2490,dog_bark
6055,jackhammer
2812,dog_bark
8422,street_music
405,air_conditioner
2298,children_playing
7694,siren
3189,dog_bark
7534,siren
702,air_conditioner
8205,street_music
5886,jackhammer
7549,siren
6559,jackhammer
2535,dog_bark
6477,jackhammer
861,air_conditioner
7798,street_music
7027,siren
7283,siren
163,air_conditioner
6824,siren
1291,car_horn
1402,car_horn
5187,engine_idling
6063,jackhammer
7386,siren
8047,street_music
1872,children_playing
2685,dog_bark
3378,dog_bark
6558,jackhammer
7300,siren
4915,engine_idling
8220,street_music
2715,dog_bark
4307,drilling
7748,street_music
8713,street_music
3258,dog_bark
1767,children_playing
1076,car_horn
3575,drilling
1077,car_horn
7717,siren
6144,jackhammer
153,air_conditioner
5342,engine_idling
5249,engine_idling
134,air_conditioner
4305,drilling
8178,street_music
2311,children_playing
7197,siren
1617,children_playing
190,air_conditioner
5301,engine_idling
3010,dog_bark
6338,jackhammer
5060,engine_idling
6900,siren
2150,children_playing
1668,children_playing
2978,dog_bark
6008,jackhammer
2438,dog_bark
4333,drilling
7234,siren
2378,children_playing
5757,gun_shot
4825,engine_idling
4560,engine_idling
4609,engine_idling
8599,street_music
642,air_conditioner
5571,gun_shot
2162,children_playing
6152,jackhammer
7880,street_music
3265,dog_bark
5803,jackhammer
5001,engine_idling
8606,street_music
1553,children_playing
1230,car_horn
3008,dog_bark
5055,engine_idling
1842,children_playing
3623,drilling
8328,street_music
3419,dog_bark
7162,siren
6293,jackhammer
1588,children_playing
7200,siren
2527,dog_bark
4814,engine_idling
1740,children_playing
3793,drilling
8245,street_music
1706,children_playing
7697,siren
2832,dog_bark
5621,gun_shot
1488,children_playing
7521,siren
916,air_conditioner
6365,jackhammer
3782,drilling
4511,engine_idling
1713,children_playing
5195,engine_idling
2131,children_playing
8253,street_music
4000,drilling
3307,dog_bark
8159,street_music
6225,jackhammer
852,air_conditioner
551,air_conditioner
5229,engine_idling
4527,engine_idling
4801,engine_idling
5858,jackhammer
3720,drilling
2565,dog_bark
7410,siren
2174,children_playing
8498,street_music
5246,engine_idling
5768,gun_shot
6523,jackhammer
2811,dog_bark
7649,siren
2558,dog_bark
2688,dog_bark
620,air_conditioner
6946,siren
7031,siren
8054,street_music
7093,siren
3397,dog_bark
5741,gun_shot
2354,children_playing
5749,gun_shot
6891,siren
1803,children_playing
5018,engine_idling
6427,jackhammer
5145,engine_idling
3598,drilling
3053,dog_bark
2626,dog_bark
7075,siren
5876,jackhammer
6300,jackhammer
7656,siren
8455,street_music
6598,jackhammer
7567,siren
6459,jackhammer
2141,children_playing
6743,jackhammer
7254,siren
6545,jackhammer
1360,car_horn
1159,car_horn
4617,engine_idling
2997,dog_bark
7916,street_music
157,air_conditioner
8264,street_music
1530,children_playing
3649,drilling
998,air_conditioner
6025,jackhammer
7590,siren
2320,children_playing
4464,engine_idling
3505,drilling
8348,street_music
3692,drilling
4670,engine_idling
6871,siren
6806,siren
483,air_conditioner
1697,children_playing
3839,drilling
5213,engine_idling
1549,children_playing
636,air_conditioner
7155,siren
3045,dog_bark
3156,dog_bark
3536,drilling
667,air_conditioner
1476,children_playing
7996,street_music
3456,drilling
2097,children_playing
5555,gun_shot
5382,engine_idling
2904,dog_bark
826,air_conditioner
8352,street_music
5155,engine_idling
4206,drilling
5643,gun_shot
3094,dog_bark
2790,dog_bark
475,air_conditioner
7414,siren
7983,street_music
7035,siren
4132,drilling
1223,car_horn
7699,siren
6044,jackhammer
7376,siren
3683,drilling
2212,children_playing
2412,children_playing
2064,children_playing
1595,children_playing
1213,car_horn
6699,jackhammer
7807,street_music
4574,engine_idling
1030,car_horn
1752,children_playing
3942,drilling
1647,children_playing
2775,dog_bark
4553,engine_idling
6088,jackhammer
7218,siren
7951,street_music
6521,jackhammer
4550,engine_idling
3170,dog_bark
1923,children_playing
8669,street_music
7106,siren
1382,car_horn
8065,street_music
4599,engine_idling
5291,engine_idling
8268,street_music
4638,engine_idling
1255,car_horn
5095,engine_idling
5970,jackhammer
8243,street_music
